question,faithfulness,answer_relevancy,context_recall,context_precision,entity_recall
Who was said to have canceled an official trip to China in protest?,0.4099339544773102,0.5799992084503174,0.0,0.0,0.3333333333333333
At what time in the middle of the night was the diplomat summoned?,0.4859756827354431,0.707922637462616,0.0,0.0,0.3333333333333333
The Olympic relay had the same security precautions taken as what other special day?,0.4543672502040863,0.8400788307189941,0.0,0.0,0.16666666666666666
What kind of targets do Republic Day events present as?,0.5661853551864624,0.7273346185684204,0.0,0.0,0.16666666666666666
How many people comprised the Tibetan exile community?,0.4188517928123474,0.7951101064682007,1.0,0.14285714285714285,0.6
India refused China's request that the Tibetan exile community be avoided because they said India is what?,0.6439864635467529,0.6565299034118652,0.6666666666666666,0.2857142857142857,0.6
Where is the exiled Tibetan government?,0.567328929901123,0.7669975757598877,1.0,0.09090909090909091,0.9
How many Tibetan exiles are said to be in India?,0.49907100200653076,0.8928450345993042,1.0,0.2857142857142857,0.6
A wholesale ban on what was denied?,0.49846118688583374,0.5860402584075928,0.0,0.0,0.1
What Olympic group was denied by India?,0.6922657489776611,0.6686316728591919,1.0,0.15384615384615385,0.6
What deteriorated between India and China?,0.7053680419921875,0.6817309856414795,0.5,0.09090909090909091,0.6
Who said they did not support relay interruptions?,0.4395022988319397,0.8924325704574585,0.0,0.0,0.0
Who did not want to participate in the relay as 'caged woman'?,0.3477146029472351,0.6838873624801636,0.0,0.0,0.5
Where was Bedi retired from?,0.323278546333313,0.6671565771102905,0.0,0.0,0.5
Which actress decided to not participate on April 15?,0.4818349778652191,0.6101378798484802,1.0,0.14285714285714285,0.5
When did a protest in Delhi occur to protest against Chinese repression in Tibet?,0.5343389511108398,0.7514330148696899,0.6666666666666666,0.2222222222222222,0.25
What retired police officer refused to carry the torch in India?,0.5298426151275635,0.6351479291915894,0.0,0.0,0.5833333333333334
What actress removed herself from participation in the relay?,0.430064857006073,0.591403603553772,0.0,0.0,0.5
Where was a protest organized about the Olympic relay in India?,0.6023447513580322,0.7685971260070801,0.5,0.09090909090909091,0.25
Who disbanded the protest in Delhi?,0.17861154675483704,0.6452541947364807,1.0,0.08333333333333333,0.3333333333333333
The retired police officer said she would not run as what?,0.11028929054737091,0.40748119354248047,0.0,0.0,0.5
When did the Olympic torch reach Bangkok?,0.5924237966537476,0.8123816251754761,1.0,0.16666666666666666,0.21052631578947367
Who is the Green World Foundation chairwoman who refused to participate in the relay?,0.22073569893836975,0.35327479243278503,0.0,0.0,0.21052631578947367
The media was told that the Chinese supplied with shirts and transportation?,0.5441180467605591,0.6353020668029785,1.0,0.07692307692307693,0.10526315789473684
When did the torch go through Bankok?,0.46531957387924194,0.4844023585319519,0.0,0.0,0.10526315789473684
The relay route was a little over how many kilometers?,0.533919632434845,0.8608684539794922,0.0,0.0,0.0
Who were told they would be banned from reentering Thailand?,0.5777227878570557,0.7438254356384277,1.0,0.125,0.10526315789473684
What scheduled bearer of the torch boycotted?,0.5606151223182678,0.6536037921905518,0.0,0.0,0.05263157894736842
When did the torch visit Malaysia?,0.6810857653617859,0.8164597749710083,0.0,0.0,0.26666666666666666
What is the capital city of Malaysia?,0.2409842312335968,0.6727286577224731,1.0,0.05,0.26666666666666666
Where did the route begin in Malaysia?,0.4740784764289856,0.732358455657959,1.0,0.05263157894736842,0.4
"Prior to the 2008 games, when did Malaysia last see an Olympic torch relay?",0.6689810752868652,0.9061636328697205,0.3333333333333333,0.16666666666666666,0.26666666666666666
What is the location of the start of the relay in Malaysia?,0.5290015339851379,0.6614248156547546,0.0,0.0,0.4666666666666667
Where did the relay end in Malaysia?,0.5352374315261841,0.7621657252311707,0.0,0.0,0.26666666666666666
What year was the last torch relay event in Malaysia?,0.6267495155334473,0.7762072086334229,0.0,0.0,0.26666666666666666
How many Special Police protected the relay event?,0.5591979026794434,0.7628380060195923,0.0,0.0,0.26666666666666666
Which supporters protested near the Chinese embassy in Malaysia?,0.567956805229187,0.8469138145446777,0.5,0.07142857142857142,0.375
Supporters of what demonstrated at the Chinese embassy in Malaysia?,0.6502772569656372,0.816238284111023,0.5,0.058823529411764705,0.25
What were a Japanese family who unveiled a Tibetan flag hit with?,0.4380004405975342,0.7470396757125854,1.0,0.14285714285714285,0.4375
What did the Chinese group yell?,0.5635349154472351,0.719396710395813,1.0,0.07692307692307693,0.375
What did Chinese volunteers take from two Malaysian demonstrators?,0.42440545558929443,0.6812099814414978,1.0,0.21428571428571427,0.375
When did the Olympic torch visit Jakarta?,0.5800974369049072,0.6624716520309448,0.0,0.0,0.1
Who requested that the original route be cancelled?,0.3813793659210205,0.8313040733337402,0.0,0.0,0.0
"Along with invited people, who were the only other people allowed in the stadium?",0.42614439129829407,0.7025347948074341,0.0,0.0,0.0
Where did the torch relay begin in Indonesia?,0.4853556156158447,0.6547914147377014,0.0,0.0,0.1
How many kilometers was the planned route that was cancelled?,0.4061020016670227,0.8130631446838379,0.0,0.0,0.0
Why was the first route not taken?,0.36069220304489136,0.6125946044921875,0.0,0.0,0.2
What type of facility was the torch carried at instead.,0.6283687949180603,0.6096065044403076,0.0,0.0,0.1
Where did protests occur when non one except invited guests and the press were allowed inside the stadium?,0.6254417896270752,0.810335636138916,0.0,0.0,0.0
When did the torch arrive in Canberra?,0.4757094383239746,0.7710315585136414,1.0,0.08333333333333333,0.5
Who received the flame from Chinese officials in Canberra?,0.5814353227615356,0.8101972341537476,1.0,0.15384615384615385,0.25
What did Agnes Shea give to the Chinese in return?,0.24900758266448975,0.7544635534286499,0.5,0.1,0.5
Who publicly argued at a press conference?,0.39635413885116577,0.6275588274002075,0.0,0.0,0.1875
Where was the relay held in Australia?,0.6886146664619446,0.8597302436828613,1.0,0.05555555555555555,0.5
How many kilometers was the route in Australia?,0.41340088844299316,0.8481756448745728,1.0,0.04,0.5625
What was the location of the beginning of the Olympic torch route in Australia?,0.6301559209823608,0.794906735420227,1.0,0.07407407407407407,0.625
Who kept the demonstrators separated?,0.3406861126422882,0.5501345992088318,0.0,0.0,0.125
What is the name of the Aboriginal elder who received the torch from Chinese officials?,0.054483916610479355,0.138966366648674,1.0,0.10526315789473684,0.5
Who did the Chinese want to deploy to Canberra to protect the flame?,0.5608224272727966,0.8923571705818176,1.0,0.15384615384615385,0.3125
Chinese Australian students were told to defend what against scum and separatists?,0.7579119205474854,0.8132666349411011,1.0,0.1,0.3125
Who was the chairman of the Australian Council of Chinese Organisations?,0.5464581251144409,0.7897106409072876,0.0,0.0,0.5
Who was the Foreign Minister who said he was okay with protests as long as they were peaceful?,0.42939239740371704,0.7637004852294922,0.0,0.0,0.125
What group did China want along the relay route in Canberra?,0.6627944707870483,0.845318615436554,1.0,0.2857142857142857,0.1875
Who was given permission to search attendees of the relay?,0.45705723762512207,0.7761532664299011,0.0,0.0,0.25
Who said that thousands of pro-Beijing supporters would be bused in?,0.4661214351654053,0.6534310579299927,1.0,0.11764705882352941,0.375
"Who told the media that Chinese diplomats were arranging a ""peaceful show of strength""?",0.5566740036010742,0.8585101366043091,1.0,0.1,0.1875
Who was the Foreign Minister who indicated Chinese officials wanted supporting demonstrators to show up and show their point of view?,0.26033321022987366,0.4016296863555908,1.0,0.1111111111111111,0.1875
Who withdrew as a torchbearer because of her concerns about human rights?,0.5082638263702393,0.7834348678588867,0.0,0.0,0.0
Who said Dodds' withdrawal was a good example of peacefully protesting?,0.48143649101257324,0.7915471196174622,0.0,0.0,0.3333333333333333
Who withdrew from the torch event?,0.5537894368171692,0.7294532060623169,0.0,0.0,0.0
Who was the foreign minister that said her decision was a good example of peacefully making a point?,0.33231645822525024,0.7890676259994507,0.0,0.0,0.3333333333333333
Who was the head of the Canberra torch relay committee?,0.4058966636657715,0.8100386261940002,1.0,0.09090909090909091,0.3157894736842105
How many supporters of Tibet were expected in Canberra to protest?,0.5865011215209961,0.7745053768157959,1.0,0.2222222222222222,0.2631578947368421
ACT Chief Minister Jon Stanhope said which organization intended to ensure that China supporters outweighed Tibet supporters?,0.3526504635810852,0.3561147451400757,0.3333333333333333,0.1111111111111111,0.2631578947368421
Which athlete carried the torch for the final leg?,0.5420482754707336,0.761430025100708,0.0,0.0,0.3157894736842105
How many supporters of Tibet were expected to attend the torch relay?,0.5572139024734497,0.7626475095748901,1.0,0.1111111111111111,0.21052631578947367
It was thought that how many Chinese supporters would attend the torch relay?,0.5552616715431213,0.9024180173873901,1.0,0.06666666666666667,0.3157894736842105
Who did not expect that reaction from the Chinese community?,0.46620193123817444,0.556439995765686,1.0,0.058823529411764705,0.3157894736842105
Who was involved to ensure the pro Chinese demonstrators outweighed the Tibetan demonstrators?,0.5792267322540283,0.8128820657730103,0.5,0.07142857142857142,0.2631578947368421
Who hosted the 1998 Winter Olympics?,0.4916090965270996,0.7275295257568359,0.0,0.0,0.1111111111111111
When did the torch arrive in Nagano?,0.5461538434028625,0.7574484944343567,1.0,0.08333333333333333,0.07407407407407407
Where was the torch relay held in Japan?,0.5810697078704834,0.7031692266464233,0.0,0.0,0.1111111111111111
Which Olympics did Nagano host?,0.5832017660140991,0.7462040185928345,0.5,0.14285714285714285,0.18518518518518517
What location was supposed to be the start of the relay event in Nagano?,0.6657001972198486,0.6821173429489136,0.0,0.0,0.25925925925925924
"When monks pulled out of the event, where was the new starting point for the relay?",0.48391756415367126,0.5228209495544434,0.0,0.0,0.0
How many Chinese guards were allowed to go with the torch?,0.5121956467628479,0.7345656752586365,1.0,0.0625,0.2222222222222222
Where was the torch relay event held in South Korea?,0.6335525512695312,0.8587086200714111,1.0,0.05263157894736842,0.16666666666666666
When did Seoul host the Olympics?,0.6842671036720276,0.816182017326355,0.5,0.07692307692307693,0.25
Where was the start point for the relay?,0.39493709802627563,0.7039765119552612,0.0,0.0,0.05555555555555555
Who became violent during the relay route and was promised deportation when caught?,0.4659772217273712,0.7762459516525269,0.0,0.0,0.08333333333333333
Where was the relay event held in South Korea?,0.6332784295082092,0.8897664546966553,1.0,0.0625,0.16666666666666666
Which Olympics did Seoul host?,0.6815090179443359,0.7925420999526978,0.5,0.07692307692307693,0.25
When did the torch arrive in Pyongyang?,0.4216344654560089,0.7761629819869995,0.0,0.0,0.22727272727272727
Who presided over the torch event in North Korea?,0.6021783351898193,0.8680096864700317,0.0,0.0,0.36363636363636365
Who was the first torchbearer in North Korea?,0.5285332798957825,0.7671399116516113,0.5,0.06666666666666667,0.13636363636363635
Where did the relay start?,0.4448462128639221,0.5994056463241577,0.0,0.0,0.045454545454545456
Where was the relay event held in North Korea?,0.6123381853103638,0.8754695057868958,0.0,0.0,0.18181818181818182
What date did the torch relay event take place?,0.5961557030677795,0.6066451072692871,0.0,0.0,0.13636363636363635
What did people in the crowd wave at the beginning of the relay?,0.43836545944213867,0.6016174554824829,0.0,0.0,0.18181818181818182
Who was the first runner with the torch?,0.5696967840194702,0.7574710249900818,1.0,0.045454545454545456,0.36363636363636365
The United Nations Organization and UNICEF felt the relay could be used as what?,0.4751564562320709,0.7429409623146057,0.0,0.0,0.2
North Korea is often listed among the worst offenders in the world in what regard?,0.676885187625885,0.8616772890090942,0.0,0.0,0.0
What is the children's agency of the United Nations Organization?,0.35800057649612427,0.8391860723495483,0.0,0.0,0.2
Both organizations withdrew what?,0.4957723021507263,0.7166123390197754,0.0,0.0,0.2
What is the mission of the organizations?,0.7084767818450928,0.38942965865135193,0.0,0.0,0.0
Who is often listed amongst the world's worst offenders when it comes to human rights?,0.5791453123092651,0.7340746521949768,0.0,0.0,0.0
When did the torch arrive in Vietnam?,0.4907624125480652,0.6816540360450745,0.0,0.0,0.058823529411764705
Where was the torch event held in Vietnam?,0.6688019037246704,0.8454754948616028,1.0,0.07142857142857142,0.11764705882352941
How many torchbearers carried the torch in Vietnam?,0.5627059936523438,0.7530391216278076,0.0,0.0,0.0
Where did the torch event begin in Vietnam?,0.605074405670166,0.7941437363624573,1.0,0.07142857142857142,0.11764705882352941
Where did the torch event end?,0.527897298336029,0.6296309232711792,0.0,0.0,0.0
Where was the torch event held in Vietnam?,0.61577308177948,0.7764354944229126,1.0,0.07142857142857142,0.11764705882352941
What areas are involved in the dispute between Vietnam and China?,0.638312578201294,0.6926525831222534,1.0,0.25,0.4117647058823529
The Chinese government established what city in this disputed area?,0.40639254450798035,0.6851488351821899,1.0,0.06666666666666667,0.4117647058823529
"As a result, demonstrations were held in what two cities in December 2007?",0.5013396739959717,0.17982828617095947,0.0,0.0,0.058823529411764705
Who was the Prime Minister of Vietnam?,0.3966163396835327,0.8232395052909851,0.0,0.0,0.058823529411764705
How many people protesting China were arrested in Hanoi prior to the rally?,0.4646618664264679,0.6623321771621704,0.5,0.14285714285714285,0.09523809523809523
Which blogger calling for demonstrations was arrested for tax evasion?,0.5262607336044312,0.7105239033699036,0.0,0.0,0.23809523809523808
Which torchbearer sent a letter of protest to the president of the International Olympic Committee?,0.46080613136291504,0.622686505317688,0.0,0.0,0.2857142857142857
How many protesters were arrested in Hanoi prior to the rally?,0.44037991762161255,0.6816984415054321,1.0,0.14285714285714285,0.09523809523809523
What is blogger Điếu Cày's real name?,0.40020298957824707,0.8639929890632629,0.0,0.0,0.23809523809523808
"Though he urged for demonstrations in Vietnam, Nguyễn Văn Hải was charged with what crime?",0.4848151206970215,0.6586540937423706,1.0,0.1,0.2857142857142857
What is the name of the torchbearer who wrote a letter to the IOC president about discrepancies on a website?,0.562079668045044,0.8334184288978577,0.0,0.0,0.0
What was removed from the website that Lê Minh Phiếu had written about?,0.6172701716423035,0.45575612783432007,0.0,0.0,0.19047619047619047
When did the torch arrive in Hong Kong?,0.6189039945602417,0.717447817325592,0.0,0.0,0.045454545454545456
Who was the first torchbearer in Hong Kong?,0.7113866806030273,0.7966810464859009,0.5,0.05555555555555555,0.22727272727272727
Where was the torch event started in Hong Kong?,0.6359859108924866,0.7699503898620605,1.0,0.1,0.2727272727272727
Where did the torch relay end in Hong Kong?,0.5888440608978271,0.7636724710464478,1.0,0.05555555555555555,0.36363636363636365
How many torchbearers participated in the relay event in Hong Kong?,0.5995162129402161,0.7761257290840149,0.0,0.0,0.13636363636363635
When was the relay event held in Hong Kong?,0.5718694925308228,0.7599203586578369,1.0,0.05263157894736842,0.18181818181818182
"Who handed the torch to Lee Lai Shan, the first torchbearer?",0.6713070869445801,0.8382857441902161,0.5,0.08333333333333333,0.22727272727272727
What was used to get the torch across the Shing Mun River?,0.5688893795013428,0.8377923369407654,0.0,0.0,0.18181818181818182
How many torchbearers carried the torch?,0.5726861953735352,0.6798138618469238,0.0,0.0,0.13636363636363635
"The torchbearers included athletes, celebrities and who?",0.7233073711395264,0.8170854449272156,0.0,0.0,0.18181818181818182
What did Hong Kong Alliance in Support of Patriotic Democratic Movements in China members wave to symbolize democracy?,0.5827263593673706,0.7024854421615601,0.6666666666666666,0.14285714285714285,0.22727272727272727
This group wanted accountability for what 1989 event?,0.6336439847946167,0.7416440844535828,1.0,0.125,0.13636363636363635
Who wrapped a Tibetan flag around her body and later waved it?,0.7059320211410522,0.8626301288604736,1.0,0.16666666666666666,0.22727272727272727
Who removed Chan from the protest?,0.553551971912384,0.7896775007247925,1.0,0.25,0.09090909090909091
Why is Chan suing the Hong Kong government?,0.7619525194168091,0.861454963684082,0.5,0.3333333333333333,0.09090909090909091
"Some people waved plastic inflated flames, saying they symbolize what?",0.41534802317619324,0.3854345381259918,0.0,0.0,0.22727272727272727
Who was proud that Hong Kong still has brave people speaking out?,0.431867778301239,0.7453700304031372,1.0,0.07692307692307693,0.22727272727272727
What did radio host Christina Chan wear before waving it?,0.6297813653945923,0.6228716373443604,0.0,0.0,0.09090909090909091
Which group did Jens Galschiøt lead?,0.4785946011543274,0.6996819972991943,0.0,0.0,0.21739130434782608
What did Galschiøt construct in Hong Kong in reference to the Tiananmen Square protests?,0.6770074367523193,0.7700467109680176,0.0,0.0,0.21739130434782608
Galschiøt and two fellow protesters were denied to entry to Hong Kong for what reason?,0.5685871243476868,0.9392684102058411,0.5,0.1111111111111111,0.043478260869565216
Which American actress was questioned at the Hong Kong airport?,0.5983507633209229,0.8391645550727844,0.5,0.08333333333333333,0.21739130434782608
A legislator said that by allowing Farrow to enter Hong Kong while denying others was a violation to what policy?,0.3675556778907776,0.3660362958908081,1.0,0.2,0.08695652173913043
What group did Jens Galschiøt lead?,0.4785946011543274,0.7170857191085815,0.0,0.0,0.21739130434782608
What structure did Jens Galschiøt build to monumentalize the Tianamen Square protests in 1989?,0.7225260734558105,0.8070500493049622,0.3333333333333333,0.125,0.17391304347826086
Why was Jens Galschiøt made to leave Hong Kong?,0.5816373825073242,0.8082624077796936,0.0,0.0,0.043478260869565216
Which actress from America was initially held and then gave a speech about China and Sudan?,0.6848313808441162,0.9017208218574524,0.3333333333333333,0.1111111111111111,0.13043478260869565
When did the torch visit Macao?,0.6318265199661255,0.8583260774612427,0.0,0.0,0.23809523809523808
Where was the torch ceremony held in Macao?,0.7245950102806091,0.6973499059677124,0.0,0.0,0.23809523809523808
How many torchbearers participated in Macao?,0.6414331197738647,0.7665702104568481,0.0,0.0,0.14285714285714285
Who was the first torchbearer in Macao?,0.5079426765441895,0.6588386297225952,0.5,0.047619047619047616,0.09523809523809523
A newspaper article criticized that there were not enough of what kind of person among the torchbearers?,0.40964388847351074,0.40742695331573486,0.0,0.0,0.09523809523809523
When was the torch relay event held in Macao?,0.6975804567337036,0.785788893699646,0.0,0.0,0.19047619047619047
How many torchbearers carried the torch in Macao?,0.6025811433792114,0.7352710366249084,0.0,0.0,0.14285714285714285
Who was the first person to carry the torch in Macao?,0.5865216851234436,0.776047945022583,0.5,0.16666666666666666,0.19047619047619047
Which casino tycoon participated in the torch relay event?,0.6037918329238892,0.631806492805481,0.0,0.0,0.19047619047619047
Which publication was unhappy with the amount of non-athlete torchbearers?,0.4977661073207855,0.14154058694839478,0.0,0.0,0.09523809523809523
A Macau citizen was arrested for posting a plea to disrupt the relay on what website?,0.5618376731872559,0.8386790752410889,1.0,0.08333333333333333,0.6
"In addition to cyberctm.com, what other website was shut down for two days?",0.3977707326412201,0.7658184766769409,0.0,0.0,0.6
Who was arrested on April 26 for posting an online message?,0.27501505613327026,0.6066725254058838,1.0,0.09090909090909091,0.6
Where was the message posted?,0.1866174042224884,0.7400791049003601,0.0,0.0,0.0
Who denied the shutdown was motivated by politics?,0.41529223322868347,0.6356760859489441,0.0,0.0,0.2
"After its April departure, when did the torch return to China?",0.6667705774307251,0.8099350929260254,1.0,0.18181818181818182,0.45454545454545453
What actor attended a torch celebration in China?,0.6003862023353577,0.8007913827896118,1.0,0.05,0.36363636363636365
"When did the torch reach Sanya, Hainan?",0.5962185263633728,0.7948753833770752,0.5,0.125,0.18181818181818182
When was the last time the torch had been in China?,0.541343629360199,0.8329991102218628,1.0,0.125,0.36363636363636365
Who attended the celebrations?,0.5295054316520691,0.5788511037826538,0.0,0.0,0.18181818181818182
Which actor also attended the celebrations?,0.3974693715572357,0.6690793037414551,0.0,0.0,0.2727272727272727
The Chinese coverage of torch relay events has been accused by Western reporters as being what?,0.25815480947494507,0.21878916025161743,1.0,0.3333333333333333,0.42857142857142855
"In turn, Chinese supporters have accused Western media of being what in their coverage?",0.7287205457687378,0.9199532866477966,1.0,0.3333333333333333,0.42857142857142855
Which French newspaper was accused of being biased by Chinese State press agency Xinhua?,0.26685649156570435,0.03872557356953621,0.6666666666666666,0.4,0.7142857142857143
What was under scrutiny?,0.6659649610519409,0.5732724666595459,0.0,0.0,0.14285714285714285
Coverage in China is reported to be partial and what?,0.27800655364990234,0.11030936986207962,0.0,0.0,0.2857142857142857
What organization interrupted the relay and was not broadcast by the Chinese media?,0.5332318544387817,0.44267919659614563,0.0,0.0,0.0
Chinese State Press said what French newspaper was biased?,0.26685649156570435,0.14414483308792114,0.5,0.2,0.7142857142857143
The Chinese State Press said the French newspaper was supporting a handful of what?,0.23063120245933533,0.3353389799594879,0.5,0.16666666666666666,0.7142857142857143
What did the Chinese media focus on as far as human rights protesters?,0.7570494413375854,0.787084698677063,1.0,0.1,0.75
Xinhua and CCTV focused on people who what?,0.6230766773223877,0.7170153260231018,1.0,0.2222222222222222,0.375
Which athlete was ignored by media for supporting the protesters?,0.4559013545513153,0.5475201606750488,0.0,0.0,0.25
What did Xinhua call protesters?,0.5434849262237549,0.7347636222839355,1.0,0.14285714285714285,0.625
Which athlete showed support for the people protesting?,0.30365222692489624,0.44619131088256836,0.0,0.0,0.0
Which publication said that protesters were trampling human rights?,0.6264607906341553,0.7968718409538269,0.0,0.0,0.5
"Though several torchbearers withdrew from the torch relay, the official website for China stated that Indian torch participants vowed to run for what?",0.7563997507095337,0.8636601567268372,0.0,0.0,0.4166666666666667
What did Ayaan Ali Khan and Manavjit Singh Sandhu say should not be mixed?,0.28603798151016235,0.7933142185211182,0.0,0.0,0.5
"Though four withdrew, it was reported that Indian torchbearers vowed to what?",0.5144213438034058,0.7124800086021423,0.0,0.0,0.0
Several torchbearers said what two things should not be combined?,0.4481281042098999,0.3518158793449402,0.0,0.0,0.25
Which United Kingdom newspaper published a Chinese ambassador's opinion that Western media had demonized China with torch coverage?,0.430685430765152,0.4986218214035034,0.75,0.6,0.26666666666666666
What French newspaper did the Chinese media accuse of bias?,0.16729873418807983,0.0960591658949852,1.0,0.2857142857142857,0.13333333333333333
Some Chinese have accused Western media of what in their reportings?,0.8044623732566833,0.8971131443977356,1.0,0.2857142857142857,0.3333333333333333
Who was the Chinese ambassador to the U.K.?,0.4559575617313385,0.7726219892501831,0.5,0.14285714285714285,0.3333333333333333
Which newspaper published these accusations?,0.25310927629470825,0.17444610595703125,0.0,0.0,0.3333333333333333
What other newspaper was accused of bias?,0.667449951171875,0.5898654460906982,0.0,0.0,0.4
 Who did Xinhua accuse of biased reporting on April 17?,0.5323653817176819,0.776455819606781,0.5,0.1,0.45454545454545453
Who was accused of bias on April 17 by Xinhua?,0.5362045764923096,0.7231230735778809,0.5,0.14285714285714285,0.2727272727272727
Who wanted CNN to apologize for its insult to Chinese people?,0.7206482887268066,0.8231040239334106,1.0,0.2,0.2727272727272727
What article did BBC put out about China just days earlier?,0.6983344554901123,0.8088935017585754,0.6666666666666666,0.14285714285714285,0.5
Who stated that Chinese people could access the BBC news website after years of not being able to?,0.8085393309593201,0.856820821762085,1.0,0.6,0.2857142857142857
How many people gathered in protest at these two buildings?,0.5302501916885376,0.6284691691398621,0.0,0.0,0.0
Who commented that Chinese people can look at the BBC news site for the first time?,0.7220768928527832,0.8227546811103821,1.0,0.6,0.2857142857142857
Where is BBC banned from reporting?,0.6078885793685913,0.8005343675613403,1.0,0.09090909090909091,0.6428571428571429
"Who published ""Overseas Chinese rally against biased media coverage"" on April 20?",0.6782739162445068,0.899256706237793,1.0,0.2,0.7272727272727273
Which publication published a report about the Chinese rallying against media bias?,0.5594371557235718,0.9039250016212463,1.0,0.1,0.5454545454545454
What was the Chinese government reported running on April 4?,0.6366977691650391,0.5864180326461792,0.5,0.058823529411764705,0.75
Who supposedly created the site?,0.7314522862434387,0.6810922622680664,0.0,0.0,0.75
Who takes credit for creating the site?,0.7011417150497437,0.48784053325653076,0.0,0.0,0.75
Who felt that the government was involved in the website?,0.7192937731742859,0.5571346282958984,0.0,0.0,0.75
How many attendants accompanied the flame during it's travels?,0.4271543323993683,0.6234689950942993,0.0,0.0,0.2
When were the 30 team members sworn in?,0.35966750979423523,0.8145326972007751,0.0,0.0,0.2
What were their official team outfits?,0.6943581104278564,0.6074651479721069,0.0,0.0,0.1
Which team member has his own fan following?,0.2931067943572998,0.5973620414733887,0.0,0.0,0.1
How many attendants were used from the People's Armed Police for the flame's entire journey?,0.4574555456638336,0.7016899585723877,0.0,0.0,0.1
When were these 30 sworn in?,0.27750104665756226,0.6578148603439331,0.0,0.0,0.1
What did these 30 attendants wear?,0.3752575218677521,0.7820214629173279,0.0,0.0,0.1
What is the attendant who has a large fan base called?,0.49297666549682617,0.7529377341270447,0.0,0.0,0.2
Which French company was boycotted?,0.301841676235199,0.378486692905426,1.0,0.14285714285714285,0.2692307692307692
Carrefour was boycotted because of which shareholder?,0.5759848356246948,0.8548456430435181,1.0,0.08333333333333333,0.34615384615384615
Who was the LVMH Group accused of supporting?,0.47185301780700684,0.8164677619934082,1.0,0.125,0.19230769230769232
What was burned during these boycotts?,0.48774072527885437,0.6784300804138184,0.0,0.0,0.11538461538461539
Who was accused of helping the Dalai Lama?,0.4425080418586731,0.7987914085388184,0.0,0.0,0.19230769230769232
Boycotters accused France of being pro-seccessionist and what?,0.5380801558494568,0.3014666736125946,0.0,0.0,0.2692307692307692
"The Chinese government tried to tamper the boycott, trying to avoid a similar outcome to which protests in 2005?",0.635576605796814,0.7253493070602417,1.0,0.4,0.26666666666666666
Which newspaper urged citizens to protest peacefully?,0.1676536351442337,0.32443296909332275,0.0,0.0,0.06666666666666667
Which website had mentions of the Carrefour boycott removed by the government?,0.035892609506845474,0.17611147463321686,1.0,0.1,0.26666666666666666
When did protests in front of Carrefour's stores occur in China?,0.6073483228683472,0.7565641403198242,0.5,0.07692307692307693,0.26666666666666666
The Chinese government did not want a repeat of what protests?,0.5701749324798584,0.7668852806091309,1.0,0.1111111111111111,0.2
Which newspaper asked the Chinese people to protest peacefully?,0.5018469095230103,0.7595788836479187,1.0,0.07142857142857142,0.2
Who removed Carrefour boycott comments from some websites?,0.7251553535461426,0.8035701513290405,1.0,0.1,0.26666666666666666
What day did protests occur in front of Carrefour stores?,0.588676929473877,0.7958567142486572,1.0,0.07692307692307693,0.26666666666666666
Who was the mayor of Nagano?,0.3697536587715149,0.6930941343307495,1.0,0.16666666666666666,0.2727272727272727
How did Washizawa refer to the city having the torch relay?,0.6160649657249451,0.6708859801292419,0.0,0.0,0.18181818181818182
What was vandalized after a relay event was cancelled there?,0.4380723834037781,0.6789018511772156,0.0,0.0,0.0
Who was the mayor of Nagano?,0.3697536587715149,0.6930941343307495,1.0,0.16666666666666666,0.2727272727272727
What did he call the opportunity for Nagano to host the torch event?,0.49321162700653076,0.6005867719650269,1.0,0.16666666666666666,0.2727272727272727
Where was the inital opening ceremony to be held in Nagano?,0.4162464737892151,0.6989042162895203,0.0,0.0,0.18181818181818182
In what is the torch flame kept lit when the torch must be off?,0.5599521994590759,0.7449181079864502,0.0,0.0,0.6
"The torch is put out at night, on aircraft, during storms and what else?",0.15003150701522827,0.264047235250473,0.0,0.0,0.6
Who was Michael Mak Kwok-fung?,0.46447062492370605,0.7125839591026306,0.0,0.0,0.8
Which athlete did the official website call an angel?,0.4285464286804199,0.5577954053878784,0.0,0.0,0.75
Which media outlets gave Jin Jing little notice?,0.48816826939582825,0.7762930393218994,1.0,0.1111111111111111,0.75
How many additional teams will help with the Mainland China route?,0.3286801278591156,0.6396809220314026,0.0,0.0,0.0
How many members are on each of these two teams?,0.26976704597473145,0.6856481432914734,0.0,0.0,0.0
"Along with pop, soul, rhythm and blues, quiet storm, and rock, what musical style influenced adult contemporary?",0.5215333700180054,0.6153647899627686,0.0,0.0,0.3333333333333333
What was the prevailing style of adult contemporary music in the 1970s?,0.6633051633834839,0.8192958831787109,0.0,0.0,0.5
What type of adult contemporary music was popular in the 1960s?,0.6107175350189209,0.8046140670776367,0.0,0.0,0.3333333333333333
What does the acronym AC stand for?,0.6791308522224426,0.8125333786010742,1.0,0.14285714285714285,0.5
"Along with easy listening, adult contemporary is a modern day continuation of what style of music?",0.7489615082740784,0.8201082348823547,0.0,0.0,0.5
"Along with harmonies, what aspect of music is emphasized in adult contemporary?",0.6495717763900757,0.8032941222190857,0.0,0.0,0.0
What is the typical structure of an adult contemporary song?,0.7362709045410156,0.8461476564407349,0.0,0.0,0.0
With what broader style of music does adult contemporary share its structure?,0.6637635827064514,0.7405575513839722,0.0,0.0,0.0
